date,year,location,species,type,count
6/18,1999,Tatlawiksuk River,Chum,Counted Live,0
6/18,1999,Tatlawiksuk River,Coho,Counted Live,0
6/18,1999,Tatlawiksuk River,Sockeye,Counted Live,0
6/18,2000,Tatlawiksuk River,Chinook,Counted Live,2
6/18,2000,Tatlawiksuk River,Chum,Counted Live,2
6/18,2000,Tatlawiksuk River,Coho,Counted Live,0
6/18,2000,Tatlawiksuk River,Sockeye,Counted Live,0
6/18,2001,Tatlawiksuk River,Chinook,Estimated,0
6/18,2001,Tatlawiksuk River,Chum,Estimated,0
6/18,2002,Tatlawiksuk River,Chinook,Counted Live,0
6/18,2002,Tatlawiksuk River,Chum,Counted Live,2
6/18,2002,Tatlawiksuk River,Coho,Counted Live,0
6/18,2002,Tatlawiksuk River,Sockeye,Counted Live,0
6/18,2004,Tatlawiksuk River,Chinook,Counted Live,4
6/18,2004,Tatlawiksuk River,Chum,Counted Live,22
6/18,2004,Tatlawiksuk River,Coho,Counted Live,0
6/18,2004,Tatlawiksuk River,Sockeye,Counted Live,0
6/18,2005,Tatlawiksuk River,Chinook,Counted Live,1
6/18,2005,Tatlawiksuk River,Chum,Counted Live,2
6/18,2005,Tatlawiksuk River,Coho,Counted Live,0
6/18,2005,Tatlawiksuk River,Sockeye,Counted Live,0
6/18,2006,Tatlawiksuk River,Chinook,Counted Live,0
6/18,2006,Tatlawiksuk River,Chum,Counted Live,3
6/18,2006,Tatlawiksuk River,Coho,Counted Live,0
6/18,2006,Tatlawiksuk River,Sockeye,Counted Live,0
6/18,2007,Tatlawiksuk River,Chinook,Counted Live,0
6/18,2007,Tatlawiksuk River,Chum,Counted Live,0
6/18,2007,Tatlawiksuk River,Coho,Counted Live,0
6/18,2007,Tatlawiksuk River,Sockeye,Counted Live,0
6/18,2008,Tatlawiksuk River,Chinook,Counted Live,0
6/18,2008,Tatlawiksuk River,Chum,Counted Live,0
6/18,2008,Tatlawiksuk River,Coho,Counted Live,0
6/18,2008,Tatlawiksuk River,Sockeye,Counted Live,0
6/18,2009,Tatlawiksuk River,Chinook,Counted Live,0
6/18,2009,Tatlawiksuk River,Chum,Counted Live,3
6/18,2009,Tatlawiksuk River,Coho,Counted Live,0
6/18,2009,Tatlawiksuk River,Sockeye,Counted Live,0
6/18,2010,Tatlawiksuk River,Chinook,Counted Live,0
6/18,2010,Tatlawiksuk River,Chum,Counted Live,0
6/18,2010,Tatlawiksuk River,Coho,Counted Live,0
6/18,2010,Tatlawiksuk River,Sockeye,Counted Live,0
6/18,2011,Tatlawiksuk River,Chinook,Counted Live,0
6/18,2011,Tatlawiksuk River,Chum,Counted Live,3
6/18,2011,Tatlawiksuk River,Coho,Counted Live,0
6/18,2011,Tatlawiksuk River,Sockeye,Counted Live,0
6/18,2012,Tatlawiksuk River,Chinook,Estimated,0
6/18,2012,Tatlawiksuk River,Chum,Estimated,0
6/18,2012,Tatlawiksuk River,Coho,Estimated,0
6/18,2013,Tatlawiksuk River,Chinook,Estimated,0
6/18,2013,Tatlawiksuk River,Chum,Estimated,0
6/18,2013,Tatlawiksuk River,Coho,Estimated,0
6/18,2014,Tatlawiksuk River,Chinook,Counted Live,0
6/18,2014,Tatlawiksuk River,Chum,Counted Live,9
6/18,2014,Tatlawiksuk River,Coho,Counted Live,0
6/18,2014,Tatlawiksuk River,Sockeye,Counted Live,0
6/18,2015,Tatlawiksuk River,Chinook,Counted Live,0
6/18,2015,Tatlawiksuk River,Chum,Counted Live,1
6/18,2015,Tatlawiksuk River,Coho,Counted Live,0
6/18,2015,Tatlawiksuk River,Sockeye,Counted Live,0
6/18,2016,Tatlawiksuk River,Chinook,Counted Live,0
6/18,2016,Tatlawiksuk River,Chum,Counted Live,2
6/18,2016,Tatlawiksuk River,Coho,Counted Live,0
6/18,2016,Tatlawiksuk River,Sockeye,Counted Live,0
6/18,2017,Tatlawiksuk River,Chinook,Counted Live,0
6/18,2017,Tatlawiksuk River,Chum,Counted Live,2
6/18,2017,Tatlawiksuk River,Coho,Counted Live,0
6/18,2017,Tatlawiksuk River,Sockeye,Counted Live,0
6/19,1998,Tatlawiksuk River,Chinook,Counted Live,0
6/19,1998,Tatlawiksuk River,Chum,Counted Live,0
6/19,1998,Tatlawiksuk River,Coho,Counted Live,0
6/19,1998,Tatlawiksuk River,Sockeye,Counted Live,0
6/19,1999,Tatlawiksuk River,Chinook,Counted Live,0
6/19,1999,Tatlawiksuk River,Chum,Counted Live,0
6/19,1999,Tatlawiksuk River,Coho,Counted Live,0
6/19,1999,Tatlawiksuk River,Sockeye,Counted Live,0
6/19,2000,Tatlawiksuk River,Chinook,Counted Live,2
6/19,2000,Tatlawiksuk River,Chum,Counted Live,0
6/19,2000,Tatlawiksuk River,Coho,Counted Live,0
6/19,2000,Tatlawiksuk River,Sockeye,Counted Live,0
6/19,2001,Tatlawiksuk River,Chinook,Estimated,0
6/19,2001,Tatlawiksuk River,Chum,Estimated,0
6/19,2002,Tatlawiksuk River,Chinook,Counted Live,0
6/19,2002,Tatlawiksuk River,Chum,Counted Live,6
6/19,2002,Tatlawiksuk River,Coho,Counted Live,0
6/19,2002,Tatlawiksuk River,Sockeye,Counted Live,0
6/19,2004,Tatlawiksuk River,Chinook,Counted Live,8
6/19,2004,Tatlawiksuk River,Chum,Counted Live,75
6/19,2004,Tatlawiksuk River,Coho,Counted Live,0
6/19,2004,Tatlawiksuk River,Sockeye,Counted Live,0
6/19,2005,Tatlawiksuk River,Chinook,Counted Live,1
6/19,2005,Tatlawiksuk River,Chum,Counted Live,10
6/19,2005,Tatlawiksuk River,Coho,Counted Live,0
6/19,2005,Tatlawiksuk River,Sockeye,Counted Live,0
6/19,2006,Tatlawiksuk River,Chinook,Counted Live,0
6/19,2006,Tatlawiksuk River,Chum,Counted Live,0
6/19,2006,Tatlawiksuk River,Coho,Counted Live,0
6/19,2006,Tatlawiksuk River,Sockeye,Counted Live,0
6/19,2007,Tatlawiksuk River,Chinook,Counted Live,0
6/19,2007,Tatlawiksuk River,Chum,Counted Live,0
6/19,2007,Tatlawiksuk River,Coho,Counted Live,0
6/19,2007,Tatlawiksuk River,Sockeye,Counted Live,0
6/19,2008,Tatlawiksuk River,Chinook,Counted Live,0
6/19,2008,Tatlawiksuk River,Chum,Counted Live,0
6/19,2008,Tatlawiksuk River,Coho,Counted Live,0
6/19,2008,Tatlawiksuk River,Sockeye,Counted Live,0
6/19,2009,Tatlawiksuk River,Chinook,Counted Live,0
6/19,2009,Tatlawiksuk River,Chum,Counted Live,0
6/19,2009,Tatlawiksuk River,Coho,Counted Live,0
6/19,2009,Tatlawiksuk River,Sockeye,Counted Live,0
6/19,2010,Tatlawiksuk River,Chinook,Counted Live,0
6/19,2010,Tatlawiksuk River,Chum,Counted Live,0
6/19,2010,Tatlawiksuk River,Coho,Counted Live,0
6/19,2010,Tatlawiksuk River,Sockeye,Counted Live,0
6/19,2011,Tatlawiksuk River,Chinook,Counted Live,0
6/19,2011,Tatlawiksuk River,Chum,Counted Live,7
6/19,2011,Tatlawiksuk River,Coho,Counted Live,0
6/19,2011,Tatlawiksuk River,Sockeye,Counted Live,0
6/19,2012,Tatlawiksuk River,Chinook,Estimated,0
6/19,2012,Tatlawiksuk River,Chum,Estimated,0
6/19,2012,Tatlawiksuk River,Coho,Estimated,0
6/19,2013,Tatlawiksuk River,Chinook,Estimated,0
6/19,2013,Tatlawiksuk River,Chum,Estimated,0
6/19,2013,Tatlawiksuk River,Coho,Estimated,0
6/19,2014,Tatlawiksuk River,Chinook,Counted Live,2
6/19,2014,Tatlawiksuk River,Chum,Counted Live,8
6/19,2014,Tatlawiksuk River,Coho,Counted Live,0
6/19,2014,Tatlawiksuk River,Sockeye,Counted Live,0
6/19,2015,Tatlawiksuk River,Chinook,Counted Live,0
6/19,2015,Tatlawiksuk River,Chum,Counted Live,0
6/19,2015,Tatlawiksuk River,Coho,Counted Live,0
6/19,2015,Tatlawiksuk River,Sockeye,Counted Live,0
6/19,2016,Tatlawiksuk River,Chinook,Counted Live,0
6/19,2016,Tatlawiksuk River,Chum,Counted Live,4
6/19,2016,Tatlawiksuk River,Coho,Counted Live,0
6/19,2016,Tatlawiksuk River,Sockeye,Counted Live,0
6/19,2017,Tatlawiksuk River,Chinook,Counted Live,1
6/19,2017,Tatlawiksuk River,Chum,Counted Live,15
6/19,2017,Tatlawiksuk River,Coho,Counted Live,0
6/19,2017,Tatlawiksuk River,Sockeye,Counted Live,0
6/20,1998,Tatlawiksuk River,Chinook,Counted Live,1
6/20,1998,Tatlawiksuk River,Chum,Counted Live,0
6/20,1998,Tatlawiksuk River,Coho,Counted Live,0
6/20,1998,Tatlawiksuk River,Sockeye,Counted Live,0
6/20,1999,Tatlawiksuk River,Chinook,Counted Live,0
6/20,1999,Tatlawiksuk River,Chum,Counted Live,0
6/20,1999,Tatlawiksuk River,Coho,Counted Live,0
6/20,1999,Tatlawiksuk River,Sockeye,Counted Live,0
6/20,2000,Tatlawiksuk River,Chinook,Counted Live,0
6/20,2000,Tatlawiksuk River,Chum,Counted Live,0
6/20,2000,Tatlawiksuk River,Coho,Counted Live,0
6/20,2000,Tatlawiksuk River,Sockeye,Counted Live,0
6/20,2001,Tatlawiksuk River,Chinook,Counted Live,0
6/20,2001,Tatlawiksuk River,Chum,Counted Live,0
6/20,2001,Tatlawiksuk River,Coho,Counted Live,0
6/20,2001,Tatlawiksuk River,Sockeye,Counted Live,0
6/20,2002,Tatlawiksuk River,Chinook,Counted Live,0
6/20,2002,Tatlawiksuk River,Chum,Counted Live,3
6/20,2002,Tatlawiksuk River,Coho,Counted Live,0
6/20,2002,Tatlawiksuk River,Sockeye,Counted Live,0
6/20,2003,Tatlawiksuk River,Chinook,Counted Live,0
6/20,2003,Tatlawiksuk River,Chum,Counted Live,0
6/20,2003,Tatlawiksuk River,Coho,Counted Live,0
6/20,2003,Tatlawiksuk River,Sockeye,Counted Live,0
6/20,2004,Tatlawiksuk River,Chinook,Counted Live,3
6/20,2004,Tatlawiksuk River,Chum,Counted Live,105
6/20,2004,Tatlawiksuk River,Coho,Counted Live,0
6/20,2004,Tatlawiksuk River,Sockeye,Counted Live,0
6/20,2005,Tatlawiksuk River,Chinook,Counted Live,1
6/20,2005,Tatlawiksuk River,Chum,Counted Live,4
6/20,2005,Tatlawiksuk River,Coho,Counted Live,0
6/20,2005,Tatlawiksuk River,Sockeye,Counted Live,0
6/20,2006,Tatlawiksuk River,Chinook,Counted Live,0
6/20,2006,Tatlawiksuk River,Chum,Counted Live,0
6/20,2006,Tatlawiksuk River,Coho,Counted Live,0
6/20,2006,Tatlawiksuk River,Sockeye,Counted Live,0
6/20,2007,Tatlawiksuk River,Chinook,Counted Live,0
6/20,2007,Tatlawiksuk River,Chum,Counted Live,2
6/20,2007,Tatlawiksuk River,Coho,Counted Live,0
6/20,2007,Tatlawiksuk River,Sockeye,Counted Live,0
6/20,2008,Tatlawiksuk River,Chinook,Counted Live,0
6/20,2008,Tatlawiksuk River,Chum,Counted Live,0
6/20,2008,Tatlawiksuk River,Coho,Counted Live,0
6/20,2008,Tatlawiksuk River,Sockeye,Counted Live,0
6/20,2009,Tatlawiksuk River,Chinook,Counted Live,0
6/20,2009,Tatlawiksuk River,Chum,Counted Live,1
6/20,2009,Tatlawiksuk River,Coho,Counted Live,0
6/20,2009,Tatlawiksuk River,Sockeye,Counted Live,0
6/20,2010,Tatlawiksuk River,Chinook,Counted Live,0
6/20,2010,Tatlawiksuk River,Chum,Counted Live,0
6/20,2010,Tatlawiksuk River,Coho,Counted Live,0
6/20,2010,Tatlawiksuk River,Sockeye,Counted Live,0
6/20,2011,Tatlawiksuk River,Chinook,Counted Live,0
6/20,2011,Tatlawiksuk River,Chum,Counted Live,6
6/20,2011,Tatlawiksuk River,Coho,Counted Live,0
6/20,2011,Tatlawiksuk River,Sockeye,Counted Live,0
6/20,2012,Tatlawiksuk River,Chinook,Estimated,0
6/20,2012,Tatlawiksuk River,Chum,Estimated,0
6/20,2012,Tatlawiksuk River,Coho,Estimated,0
6/20,2013,Tatlawiksuk River,Chinook,Counted Live,0
6/20,2013,Tatlawiksuk River,Chum,Counted Live,1
6/20,2013,Tatlawiksuk River,Coho,Counted Live,0
6/20,2013,Tatlawiksuk River,Sockeye,Counted Live,0
6/20,2014,Tatlawiksuk River,Chinook,Counted Live,3
6/20,2014,Tatlawiksuk River,Chum,Counted Live,5
6/20,2014,Tatlawiksuk River,Coho,Counted Live,0
6/20,2014,Tatlawiksuk River,Sockeye,Counted Live,0
6/20,2015,Tatlawiksuk River,Chinook,Counted Live,0
6/20,2015,Tatlawiksuk River,Chum,Counted Live,1
6/20,2015,Tatlawiksuk River,Coho,Counted Live,0
6/20,2015,Tatlawiksuk River,Sockeye,Counted Live,0
6/20,2016,Tatlawiksuk River,Chinook,Counted Live,1
6/20,2016,Tatlawiksuk River,Chum,Counted Live,8
6/20,2016,Tatlawiksuk River,Coho,Counted Live,0
6/20,2016,Tatlawiksuk River,Sockeye,Counted Live,0
6/20,2017,Tatlawiksuk River,Chinook,Estimated,0
6/20,2017,Tatlawiksuk River,Chum,Counted Live,1
6/20,2017,Tatlawiksuk River,Coho,Counted Live,0
6/20,2017,Tatlawiksuk River,Sockeye,Counted Live,0
6/21,1998,Tatlawiksuk River,Chinook,Counted Live,0
6/21,1998,Tatlawiksuk River,Chum,Counted Live,5
6/21,1998,Tatlawiksuk River,Coho,Counted Live,0
6/21,1998,Tatlawiksuk River,Sockeye,Counted Live,0
6/21,1999,Tatlawiksuk River,Chinook,Counted Live,0
6/21,1999,Tatlawiksuk River,Chum,Counted Live,0
6/21,1999,Tatlawiksuk River,Coho,Counted Live,0
6/21,1999,Tatlawiksuk River,Sockeye,Counted Live,0
6/21,2000,Tatlawiksuk River,Chinook,Counted Live,0
6/21,2000,Tatlawiksuk River,Chum,Counted Live,2
6/21,2000,Tatlawiksuk River,Coho,Counted Live,0
6/21,2000,Tatlawiksuk River,Sockeye,Counted Live,0
6/21,2001,Tatlawiksuk River,Chinook,Counted Live,1
6/21,2001,Tatlawiksuk River,Chum,Counted Live,3
6/21,2001,Tatlawiksuk River,Coho,Counted Live,0
6/21,2001,Tatlawiksuk River,Sockeye,Counted Live,1
6/21,2002,Tatlawiksuk River,Chinook,Counted Live,1
6/21,2002,Tatlawiksuk River,Chum,Counted Live,42
6/21,2002,Tatlawiksuk River,Coho,Counted Live,0
6/21,2002,Tatlawiksuk River,Sockeye,Counted Live,0
6/21,2003,Tatlawiksuk River,Chinook,Counted Live,0
6/21,2003,Tatlawiksuk River,Chum,Counted Live,0
6/21,2003,Tatlawiksuk River,Coho,Counted Live,0
6/21,2003,Tatlawiksuk River,Sockeye,Counted Live,0
6/21,2004,Tatlawiksuk River,Chinook,Counted Live,2
6/21,2004,Tatlawiksuk River,Chum,Counted Live,53
6/21,2004,Tatlawiksuk River,Coho,Counted Live,0
6/21,2004,Tatlawiksuk River,Sockeye,Counted Live,0
6/21,2005,Tatlawiksuk River,Chinook,Counted Live,6
6/21,2005,Tatlawiksuk River,Chum,Counted Live,9
6/21,2005,Tatlawiksuk River,Coho,Counted Live,0
6/21,2005,Tatlawiksuk River,Sockeye,Counted Live,0
6/21,2006,Tatlawiksuk River,Chinook,Counted Live,0
6/21,2006,Tatlawiksuk River,Chum,Counted Live,3
6/21,2006,Tatlawiksuk River,Coho,Counted Live,0
6/21,2006,Tatlawiksuk River,Sockeye,Counted Live,0
6/21,2007,Tatlawiksuk River,Chinook,Counted Live,0
6/21,2007,Tatlawiksuk River,Chum,Counted Live,3
