date,year,location,species,sex,length,fw_age,sw_age,meas_type
7/6/2000,2000,Takotna River,Chum,female,532,0,4,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,female,613,,,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,male,654,0,4,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,female,570,0,4,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,male,572,0,4,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,male,587,,,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,female,541,0,3,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,female,490,0,3,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,female,600,0,4,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,female,620,0,4,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,female,583,0,3,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,male,585,,,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,female,547,0,3,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,male,540,0,4,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,female,550,0,3,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,male,515,0,3,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,female,519,0,3,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,male,545,0,3,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,female,550,0,3,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,female,552,0,3,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,male,614,0,4,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,female,667,0,4,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,female,548,0,3,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,female,562,0,3,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,female,597,0,4,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,male,603,0,4,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,male,570,0,4,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,male,544,0,3,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,female,558,0,3,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,female,546,0,3,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,female,560,,,Mid-eye to fork of tail
7/6/2000,2000,Takotna River,Chum,female,516,0,3,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chinook,male,582,1,3,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chinook,male,510,1,2,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chinook,male,710,1,3,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chinook,female,883,1,4,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chinook,male,660,,,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chinook,male,608,,,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chinook,male,623,1,2,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chinook,male,451,1,1,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chinook,male,509,,,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chinook,female,805,1,4,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chinook,male,682,1,3,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chinook,male,540,1,2,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,female,539,0,3,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,female,534,,,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,female,520,,,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,male,658,0,4,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,male,577,,,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,female,548,0,4,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,female,576,,,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,male,580,,,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,male,564,0,3,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,male,565,0,4,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,female,525,0,3,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,female,572,,,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,male,590,0,4,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,female,590,0,4,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,female,575,0,3,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,female,562,0,3,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,male,507,0,3,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,male,519,0,3,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,male,575,0,3,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,male,620,0,4,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,male,590,0,4,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,female,526,0,3,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,male,579,0,4,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,male,590,0,4,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,male,657,0,4,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,male,650,0,4,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,male,618,0,4,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,female,600,0,4,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,male,612,,,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,female,555,0,3,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,male,575,0,3,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,male,549,0,3,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,female,514,0,4,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,female,545,0,3,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,male,632,0,4,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,male,570,0,3,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,female,549,0,3,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,male,620,0,4,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,male,558,0,4,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,female,549,0,4,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,male,573,0,3,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,female,540,0,3,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,female,519,0,3,Mid-eye to fork of tail
7/7/2000,2000,Takotna River,Chum,male,616,0,4,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chinook,male,728,1,4,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chinook,male,530,1,2,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chinook,male,476,1,2,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chinook,female,780,1,4,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chinook,male,630,1,3,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chinook,male,796,1,4,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chinook,male,812,1,4,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chinook,male,657,1,3,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chinook,male,734,1,4,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chinook,female,890,1,4,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chinook,male,911,1,4,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chinook,male,704,1,3,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chinook,male,830,1,4,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chinook,male,811,,,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chinook,female,950,1,4,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chinook,male,706,1,3,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chinook,male,744,,,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chinook,male,671,1,3,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chinook,male,657,1,3,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chinook,male,629,1,3,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chinook,male,575,1,2,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chinook,male,557,1,3,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chum,male,545,0,3,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chum,female,569,0,3,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chum,female,562,0,4,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chum,female,517,0,3,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chum,male,580,0,4,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chum,female,585,0,4,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chum,female,524,0,3,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chum,female,507,0,3,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chum,female,535,0,3,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chum,male,572,0,3,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chum,female,583,,,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chum,male,564,0,3,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chum,male,572,0,4,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chum,male,593,0,4,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chum,female,595,0,4,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chum,female,552,0,3,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chum,male,539,,,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chum,female,543,0,3,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chum,male,587,0,3,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chum,female,559,0,3,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chum,female,524,,,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chum,male,575,0,4,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chum,male,558,0,3,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chum,male,561,0,4,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chum,female,580,0,3,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chum,female,583,0,3,Mid-eye to fork of tail
7/12/2000,2000,Takotna River,Chum,male,539,0,3,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chinook,male,604,1,3,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,536,0,3,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,male,566,0,3,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,555,0,3,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,male,565,0,4,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,509,0,3,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,560,0,4,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,male,590,,,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,588,0,4,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,male,577,0,3,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,591,0,4,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,557,0,3,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,512,0,3,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,544,0,3,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,525,0,3,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,male,580,0,4,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,517,0,4,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,533,0,4,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,male,558,0,4,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,580,0,4,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,male,545,0,3,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,male,592,0,4,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,550,0,4,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,535,0,4,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,527,0,3,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,male,567,0,3,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,560,0,3,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,male,584,0,4,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,577,0,4,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,550,0,3,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,male,570,,,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,550,0,4,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,550,0,3,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,514,0,3,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,515,,,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,568,0,4,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,536,0,3,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,male,574,0,3,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,male,582,0,4,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,563,0,3,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,male,551,0,3,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,male,548,0,4,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,male,580,0,3,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,male,602,0,4,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,550,0,3,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,576,0,4,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,594,0,4,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,male,537,0,3,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,485,0,4,Mid-eye to fork of tail
7/13/2000,2000,Takotna River,Chum,female,508,0,4,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chinook,male,600,,,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chinook,male,495,1,2,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chinook,male,895,1,5,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,540,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,male,547,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,540,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,521,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,male,553,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,male,540,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,518,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,520,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,519,0,4,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,520,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,524,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,525,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,515,0,4,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,male,561,0,4,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,554,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,male,548,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,583,0,4,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,male,584,0,4,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,male,560,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,male,568,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,614,0,4,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,552,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,555,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,533,,,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,male,582,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,570,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,male,577,0,4,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,male,574,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,529,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,530,0,4,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,540,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,male,574,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,537,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,570,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,578,0,4,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,male,559,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,543,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,568,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,male,529,,,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,527,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,515,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,572,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,544,0,4,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,526,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,550,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,573,0,4,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,male,595,0,4,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,590,,,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,500,0,3,Mid-eye to fork of tail
7/14/2000,2000,Takotna River,Chum,female,522,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chinook,male,457,1,2,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chinook,male,730,,,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chinook,male,501,1,2,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,550,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,568,0,4,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,574,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,522,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,554,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,557,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,610,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,532,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,639,,,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,636,0,4,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,640,0,4,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,594,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,543,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,542,0,4,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,527,,,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,604,0,4,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,549,0,4,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,587,0,4,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,518,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,573,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,532,0,2,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,554,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,560,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,508,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,545,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,604,0,4,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,591,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,543,0,4,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,557,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,552,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,535,0,4,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,545,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,544,0,4,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,550,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,580,0,4,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,525,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,598,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,539,0,4,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,574,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,543,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,600,,,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,566,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,571,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,548,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,556,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,534,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,557,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,587,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,581,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,589,0,4,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,477,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,618,0,4,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,600,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,530,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,554,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,620,,,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,550,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,female,514,0,3,Mid-eye to fork of tail
7/19/2000,2000,Takotna River,Chum,male,575,0,4,Mid-eye to fork of tail
7/20/2000,2000,Takotna River,Chinook,female,697,1,4,Mid-eye to fork of tail
