date,year,location,species,sex,length,fw_age,sw_age,meas_type
6/29/1998,1998,Tatlawiksuk River,Chum,male,581,0,4,Mid-eye to fork of tail
6/29/1998,1998,Tatlawiksuk River,Chum,male,613,0,4,Mid-eye to fork of tail
6/29/1998,1998,Tatlawiksuk River,Chum,male,569,0,3,Mid-eye to fork of tail
6/29/1998,1998,Tatlawiksuk River,Chum,female,511,0,3,Mid-eye to fork of tail
6/29/1998,1998,Tatlawiksuk River,Chum,male,592,0,3,Mid-eye to fork of tail
6/29/1998,1998,Tatlawiksuk River,Chum,male,591,0,3,Mid-eye to fork of tail
6/29/1998,1998,Tatlawiksuk River,Chum,male,672,0,4,Mid-eye to fork of tail
6/29/1998,1998,Tatlawiksuk River,Chum,female,564,0,3,Mid-eye to fork of tail
6/29/1998,1998,Tatlawiksuk River,Chum,male,598,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,female,591,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,male,590,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,female,564,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,male,633,0,4,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,female,563,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,male,649,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,male,621,0,4,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,male,556,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,female,594,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,male,631,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,female,537,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,male,639,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,male,642,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,male,597,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,male,517,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,male,581,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,male,589,0,4,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,female,601,0,4,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,female,587,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,female,544,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,male,571,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,female,572,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,male,600,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,male,568,0,4,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,male,572,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,male,691,0,4,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,female,542,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,female,563,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,male,591,0,4,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,female,601,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,male,621,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,male,637,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,male,651,0,4,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,male,643,0,4,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,female,541,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,male,613,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,male,615,0,4,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,male,555,0,3,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,male,578,0,4,Mid-eye to fork of tail
6/30/1998,1998,Tatlawiksuk River,Chum,female,564,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chinook,female,709,1,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chinook,male,789,1,4,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chinook,male,769,1,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chinook,male,640,1,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chinook,female,697,1,4,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chinook,male,803,1,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chinook,male,577,1,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chinook,female,611,,,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,621,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,602,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,564,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,639,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,614,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,608,0,4,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,618,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,627,0,4,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,679,0,4,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,559,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,583,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,618,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,559,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,575,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,559,0,4,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,587,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,640,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,592,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,589,0,4,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,587,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,630,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,592,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,547,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,661,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,601,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,569,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,589,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,530,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,609,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,635,0,4,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,538,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,574,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,579,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,605,0,4,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,600,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,549,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,527,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,608,0,5,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,586,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,610,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,540,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,589,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,549,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,552,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,583,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,656,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,610,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,631,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,529,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,534,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,599,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,609,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,549,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,602,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,589,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,635,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,570,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,623,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,593,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,603,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,555,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,580,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,576,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,589,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,601,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,627,0,4,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,516,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,573,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,551,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,601,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,629,0,4,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,620,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,578,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,561,0,4,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,579,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,589,0,4,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,589,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,531,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,547,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,639,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,587,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,589,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,624,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,609,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,600,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,579,0,4,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,591,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,male,609,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,606,0,3,Mid-eye to fork of tail
7/1/1998,1998,Tatlawiksuk River,Chum,female,554,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,female,561,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,679,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,590,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,614,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,female,540,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,597,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,female,583,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,590,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,female,562,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,female,541,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,female,563,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,639,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,female,550,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,female,518,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,637,0,4,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,610,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,600,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,584,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,female,542,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,female,585,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,560,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,616,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,634,0,4,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,570,0,4,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,545,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,female,582,0,4,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,621,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,female,523,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,female,540,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,589,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,female,566,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,620,0,4,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,572,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,female,532,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,female,560,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,570,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,562,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,female,555,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,560,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,582,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,female,570,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,female,580,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,592,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,587,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,577,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,592,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,female,555,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,589,0,4,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,543,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,579,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,female,561,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,595,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,575,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,588,0,4,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,524,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,female,567,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,586,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,female,559,0,4,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,565,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,601,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,676,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,592,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,606,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,female,552,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,589,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,604,0,4,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,female,542,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,female,542,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,male,589,0,3,Mid-eye to fork of tail
7/6/1998,1998,Tatlawiksuk River,Chum,female,581,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chinook,male,879,1,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chinook,male,844,1,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chinook,female,681,1,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chinook,male,709,,,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chinook,male,740,1,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chinook,male,731,1,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chinook,male,575,1,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chinook,male,719,1,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chinook,female,725,1,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,555,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,613,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,668,0,4,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,585,0,4,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,female,560,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,female,531,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,599,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,601,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,572,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,female,533,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,561,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,female,520,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,female,569,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,617,0,4,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,612,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,female,595,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,591,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,601,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,587,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,606,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,female,559,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,female,547,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,599,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,female,567,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,591,,,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,560,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,female,533,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,female,554,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,female,541,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,618,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,566,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,562,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,607,0,4,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,613,0,4,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,587,0,4,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,female,570,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,567,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,female,582,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,female,535,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,574,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,female,540,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,618,0,4,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,635,0,4,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,617,0,4,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,female,563,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,female,569,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,male,586,0,3,Mid-eye to fork of tail
7/7/1998,1998,Tatlawiksuk River,Chum,female,547,0,3,Mid-eye to fork of tail
